week_ending,month,week_of_month,week_of_year,store,concept,sales,group_meal,guest_count
6/10/2018,Jun,1,23,MF1,Mighty Fine,58086,0,5628
6/10/2018,Jun,1,23,MF2,Mighty Fine,51815,0,5113
6/10/2018,Jun,1,23,MF3,Mighty Fine,65847,0,6656
6/10/2018,Jun,1,23,MF4,Mighty Fine,72754,0,7478
6/10/2018,Jun,1,23,MFT1,Mighty Fine,319,0,47
6/10/2018,Jun,1,23,MFT2,Mighty Fine,22190,0,2198
6/10/2018,Jun,1,23,Lamar,Rudys,108113,11969.24,6627
6/10/2018,Jun,1,23,620,Rudys,147761,28053.33,6147
6/10/2018,Jun,1,23,Round Rock,Rudys,210718,34700.19,9303
6/10/2018,Jun,1,23,183,Rudys,257501,35663.4,10548
6/10/2018,Jun,1,23,360,Rudys,199257,50450.49,7746
6/17/2018,Jun,2,24,MF1,Mighty Fine,57274,0,5523
6/17/2018,Jun,2,24,MF2,Mighty Fine,51874,0,5062
6/17/2018,Jun,2,24,MF3,Mighty Fine,67020,0,6666
6/17/2018,Jun,2,24,MF4,Mighty Fine,70037.15,0,6792
6/17/2018,Jun,2,24,MFT1,Mighty Fine,1094.23,0,143
6/17/2018,Jun,2,24,MFT2,Mighty Fine,21249,0,2114
6/17/2018,Jun,2,24,Lamar,Rudys,110626.14,14051.93,6724
6/17/2018,Jun,2,24,620,Rudys,138459,16047.67,6287
6/17/2018,Jun,2,24,183,Rudys,262936.44,27626.46,11109
6/17/2018,Jun,2,24,Round Rock,Rudys,240054,46265.64,10297
6/17/2018,Jun,2,24,360,Rudys,210225,46398.68,8635
6/23/2018,Jun,3,25,MF1,Mighty Fine,57734,0,5613
6/23/2018,Jun,3,25,MF2,Mighty Fine,50524,0,4928
6/23/2018,Jun,3,25,MF3,Mighty Fine,66727,0,6626
6/23/2018,Jun,3,25,MF4,Mighty Fine,61606.92,0,6282
6/23/2018,Jun,3,25,MFT2,Mighty Fine,19567,0,1952
6/23/2018,Jun,3,25,Lamar,Rudys,104717.37,15994.09,6175
6/23/2018,Jun,3,25,620,Rudys,130057,21546.81,5547
6/23/2018,Jun,3,25,183,Rudys,246971.29,27952.47,10086
6/23/2018,Jun,3,25,360,Rudys,179597,31716.87,7703
6/23/2018,Jun,3,25,Round Rock,Rudys,204604,33016.78,9147
7/1/2018,Jun,4,26,MF1,Mighty Fine,58066.22,0,5601
7/1/2018,Jun,4,26,MF2,Mighty Fine,51835.62,0,5063
7/1/2018,Jun,4,26,MF3,Mighty Fine,61884.71,0,6167
7/1/2018,Jun,4,26,MF4,Mighty Fine,61684.17,0,6281
7/1/2018,Jun,4,26,MFT2,Mighty Fine,21662.07,0,2157
7/1/2018,Jun,4,26,Lamar,Rudys,101522.8,11373.75,6036
7/1/2018,Jun,4,26,620,Rudys,131832,16612.01,5908
7/1/2018,Jun,4,26,183,Rudys,216883.89,27761.14,10404
7/1/2018,Jun,4,26,Round Rock,Rudys,199077,30096.82,8797
7/1/2018,Jun,4,26,360,Rudys,183451,38513.32,7470
7/8/2018,Jul,1,27,MF1,Mighty Fine,55816,0,5442
7/8/2018,Jul,1,27,MF2,Mighty Fine,49372,0,4861
7/8/2018,Jul,1,27,MF3,Mighty Fine,64246,0,6343
7/8/2018,Jul,1,27,MF4,Mighty Fine,61373.47,0,6210
7/8/2018,Jul,1,27,MFT2,Mighty Fine,18929,0,1879
7/8/2018,Jul,1,27,Lamar,Rudys,121772.94,16771.74,7007
7/8/2018,Jul,1,27,620,Rudys,147748,27657.53,6240
7/8/2018,Jul,1,27,Round Rock,Rudys,228239,35063.9,10378
7/8/2018,Jul,1,27,360,Rudys,199742,36332.51,8483
7/8/2018,Jul,1,27,183,Rudys,223111.33,38744.96,10769
7/15/2018,Jul,2,28,MF1,Mighty Fine,55086,0,5341
7/15/2018,Jul,2,28,MF2,Mighty Fine,50147,0,4933
7/15/2018,Jul,2,28,MF3,Mighty Fine,58780,0,5866
7/15/2018,Jul,2,28,MF4,Mighty Fine,62391,0,6428
7/15/2018,Jul,2,28,MFT2,Mighty Fine,18358,0,1861
7/15/2018,Jul,2,28,Lamar,Rudys,101504,15708,6152
7/15/2018,Jul,2,28,620,Rudys,120178,16486,5341
7/15/2018,Jul,2,28,183,Rudys,200688,33220,9478
7/15/2018,Jul,2,28,Round Rock,Rudys,202162,33545,8652
7/15/2018,Jul,2,28,360,Rudys,174575,34579.75,7157
7/22/2018,Jul,3,29,MF1,Mighty Fine,55830,0,5396
7/22/2018,Jul,3,29,MF2,Mighty Fine,51965,0,4634
7/22/2018,Jul,3,29,MF3,Mighty Fine,60135,0,5936
7/22/2018,Jul,3,29,MF4,Mighty Fine,60556,0,6133
7/22/2018,Jul,3,29,MFT2,Mighty Fine,19198,0,1917
7/22/2018,Jul,3,29,Lamar,Rudys,101860,11753.97,6283
7/22/2018,Jul,3,29,620,Rudys,126751,18068.29,5572
7/22/2018,Jul,3,29,183,Rudys,216734,31696,10100
7/22/2018,Jul,3,29,Round Rock,Rudys,206884,32723.01,8946
7/22/2018,Jul,3,29,360,Rudys,180339,34044.28,8401
7/29/2018,Jul,4,30,MF1,Mighty Fine,55486,0,5321
7/29/2018,Jul,4,30,MF2,Mighty Fine,49627,0,5790
7/29/2018,Jul,4,30,MF3,Mighty Fine,56586,0,6491
7/29/2018,Jul,4,30,MF4,Mighty Fine,58427,0,6767
7/29/2018,Jul,4,30,MFT2,Mighty Fine,19197,0,1895
7/29/2018,Jul,4,30,Lamar,Rudys,101936,14674.1,7098
7/29/2018,Jul,4,30,620,Rudys,131054,17773.31,6298
7/29/2018,Jul,4,30,360,Rudys,171486,26255.26,10019
7/29/2018,Jul,4,30,Round Rock,Rudys,212411,38143.95,10495
7/29/2018,Jul,4,30,183,Rudys,212911,42783.3,11433
8/5/2018,Aug,1,31,MF1,Mighty Fine,58795.08,0,5735
8/5/2018,Aug,1,31,MF2,Mighty Fine,52322.02,0,5175
8/5/2018,Aug,1,31,MF3,Mighty Fine,63067.91,0,6399
8/5/2018,Aug,1,31,MF4,Mighty Fine,60519.62,0,6166
8/5/2018,Aug,1,31,MFT2,Mighty Fine,19887,0,1963
8/5/2018,Aug,1,31,620,Rudys,132404,17876.49,5887
8/5/2018,Aug,1,31,Lamar,Rudys,112842.19,18668.37,6954
8/5/2018,Aug,1,31,Round Rock,Rudys,200222,31953.85,10162
8/5/2018,Aug,1,31,360,Rudys,180942.03,32226.95,8842
8/5/2018,Aug,1,31,183,Rudys,205350.63,40544.47,9668
8/12/2018,Aug,2,32,MF1,Mighty Fine,56637.83,0,5580
8/12/2018,Aug,2,32,MF2,Mighty Fine,55239.49,0,5298
8/12/2018,Aug,2,32,MF3,Mighty Fine,64274.09,0,6500
8/12/2018,Aug,2,32,MF4,Mighty Fine,66730.54,0,6894
8/12/2018,Aug,2,32,MFT2,Mighty Fine,19693.32,0,1960
8/12/2018,Aug,2,32,Lamar,Rudys,101251.71,12492.55,6454
8/12/2018,Aug,2,32,620,Rudys,128497,17147.55,6148
8/12/2018,Aug,2,32,Round Rock,Rudys,203853,26769.78,10521
8/12/2018,Aug,2,32,360,Rudys,180488.39,36479.05,8776
8/12/2018,Aug,2,32,183,Rudys,214123.71,41310.24,10395
8/19/2018,Aug,3,33,MF1,Mighty Fine,59186,0,5739
8/19/2018,Aug,3,33,MF2,Mighty Fine,55371,0,5418
8/19/2018,Aug,3,33,MF3,Mighty Fine,63752,0,6296
8/19/2018,Aug,3,33,MF4,Mighty Fine,67326,0,6767
8/19/2018,Aug,3,33,MFT2,Mighty Fine,19779,0,1982
8/19/2018,Aug,3,33,Lamar,Rudys,105610,14364.28,6091
8/19/2018,Aug,3,33,620,Rudys,129598,18486.46,6014
8/19/2018,Aug,3,33,Round Rock,Rudys,204103,36094.53,10440
8/19/2018,Aug,3,33,360,Rudys,183321,40619.98,8826
8/19/2018,Aug,3,33,183,Rudys,212837,44444.07,10941
8/26/2018,Aug,4,34,MF1,Mighty Fine,52521,0,5039
8/26/2018,Aug,4,34,MF2,Mighty Fine,49990,0,4847
8/26/2018,Aug,4,34,MF3,Mighty Fine,53589,0,5274
8/26/2018,Aug,4,34,MF4,Mighty Fine,56009,0,5618
8/26/2018,Aug,4,34,MFT2,Mighty Fine,18844,0,1877
8/26/2018,Aug,4,34,Lamar,Rudys,103776,12259.72,6042
8/26/2018,Aug,4,34,620,Rudys,126256,21051.96,5601
8/26/2018,Aug,4,34,Round Rock,Rudys,196696,30210.08,10138
8/26/2018,Aug,4,34,360,Rudys,182131,44908.52,8052
8/26/2018,Aug,4,34,183,Rudys,210350,46932,10588
9/2/2018,Sep,1,35,MF1,Mighty Fine,50724,0,4878
9/2/2018,Sep,1,35,MF2,Mighty Fine,47525,0,4679
9/2/2018,Sep,1,35,MF3,Mighty Fine,54967,0,5550
9/2/2018,Sep,1,35,MF4,Mighty Fine,54888,0,5560
9/2/2018,Sep,1,35,MFT2,Mighty Fine,19240,0,1922
9/2/2018,Sep,1,35,Lamar,Rudys,117029,21580.82,6489
9/2/2018,Sep,1,35,620,Rudys,135039,24946.06,5984
9/2/2018,Sep,1,35,360,Rudys,181219,33587.05,8877
9/2/2018,Sep,1,35,Round Rock,Rudys,206659,34559.09,10418
9/2/2018,Sep,1,35,183,Rudys,206372,38799.67,10966
9/9/2018,Sep,2,36,MF1,Mighty Fine,49789,0,4879
9/9/2018,Sep,2,36,MF2,Mighty Fine,44315,0,4368
9/9/2018,Sep,2,36,MF3,Mighty Fine,50338,0,5007
9/9/2018,Sep,2,36,MF4,Mighty Fine,54811,0,5552
9/9/2018,Sep,2,36,MFT2,Mighty Fine,18861,0,1908
9/9/2018,Sep,2,36,620,Rudys,114371,14089.72,5716
9/9/2018,Sep,2,36,Lamar,Rudys,107805,17780.41,6050
9/9/2018,Sep,2,36,360,Rudys,155653,23126.95,8059
9/9/2018,Sep,2,36,Round Rock,Rudys,195247,33241.51,9980
9/9/2018,Sep,2,36,183,Rudys,198232,38777.94,9573
9/16/2018,Sep,3,37,MF1,Mighty Fine,50924,0,4934
9/16/2018,Sep,3,37,MF2,Mighty Fine,47239,0,4661
9/16/2018,Sep,3,37,MF3,Mighty Fine,48285,0,4808
9/16/2018,Sep,3,37,MF4,Mighty Fine,51048,0,5112
9/16/2018,Sep,3,37,MFT2,Mighty Fine,18698,0,1864
9/16/2018,Sep,3,37,Lamar,Rudys,108171,12280.01,6113
9/16/2018,Sep,3,37,620,Rudys,117091,19614.73,5360
9/16/2018,Sep,3,37,Round Rock,Rudys,189856,36995.56,9537
9/16/2018,Sep,3,37,360,Rudys,177698,44401.1,8048
9/16/2018,Sep,3,37,183,Rudys,206124,46396.21,9203
9/23/2018,Sep,4,38,MF1,Mighty Fine,48135,0,4657
9/23/2018,Sep,4,38,MF2,Mighty Fine,45465,0,4473
9/23/2018,Sep,4,38,MF3,Mighty Fine,50215,0,4958
9/23/2018,Sep,4,38,MF4,Mighty Fine,53447,0,5366
9/23/2018,Sep,4,38,MFT2,Mighty Fine,18527,0,1858
9/23/2018,Sep,4,38,620,Rudys,118834,23833.14,5280
9/23/2018,Sep,4,38,Lamar,Rudys,117411,25128.37,6165
9/23/2018,Sep,4,38,360,Rudys,169994,26498.3,8668
9/23/2018,Sep,4,38,Round Rock,Rudys,193840,38224.96,9646
9/23/2018,Sep,4,38,183,Rudys,214940,50577.47,9544
9/30/2018,Sep,5,39,MF1,Mighty Fine,47403,0,4644
9/30/2018,Sep,5,39,MF2,Mighty Fine,47816,0,4713
9/30/2018,Sep,5,39,MF3,Mighty Fine,51650,0,5084
9/30/2018,Sep,5,39,MF4,Mighty Fine,53962,0,5500
9/30/2018,Sep,5,39,MFT2,Mighty Fine,20047,0,1989
9/30/2018,Sep,5,39,620,Rudys,120199,18537.91,5534
9/30/2018,Sep,5,39,Lamar,Rudys,106565,19134.39,5915
9/30/2018,Sep,5,39,360,Rudys,165168,31574.47,7990
9/30/2018,Sep,5,39,Round Rock,Rudys,194300,37689.32,9465
9/30/2018,Sep,5,39,183,Rudys,212163,47665.07,9570
10/7/2018,Oct,1,40,MF1,Mighty Fine,52694,0,5104
10/7/2018,Oct,1,40,MF2,Mighty Fine,44707,0,4414
10/7/2018,Oct,1,40,MF3,Mighty Fine,50555,0,4975
10/7/2018,Oct,1,40,MF4,Mighty Fine,55021,0,5545
10/7/2018,Oct,1,40,MFT2,Mighty Fine,19059,0,1941
10/7/2018,Oct,1,40,Lamar,Rudys,106409,16505.56,5821
10/7/2018,Oct,1,40,620,Rudys,123549,19407.34,5755
10/7/2018,Oct,1,40,360,Rudys,178823,35349.83,8713
10/7/2018,Oct,1,40,Round Rock,Rudys,194994,40355.93,9300
10/7/2018,Oct,1,40,183,Rudys,210978,47683.4,9263
10/14/2018,Oct,2,41,MF1,Mighty Fine,54136,0,5231
10/14/2018,Oct,2,41,MF2,Mighty Fine,48424,0,4782
10/14/2018,Oct,2,41,MF3,Mighty Fine,52357,0,5177
10/14/2018,Oct,2,41,MF4,Mighty Fine,56502,0,5710
10/14/2018,Oct,2,41,MFT2,Mighty Fine,19141,0,1940
10/14/2018,Oct,2,41,620,Rudys,116316,14070.89,5390
10/14/2018,Oct,2,41,Lamar,Rudys,119078,22846.85,6282
10/14/2018,Oct,2,41,Round Rock,Rudys,187060,30047.59,9435
10/14/2018,Oct,2,41,360,Rudys,178817,31813.72,8694
10/14/2018,Oct,2,41,183,Rudys,212985,43969.19,9682
10/21/2018,Oct,3,42,MF1,Mighty Fine,52309,0,5112
10/21/2018,Oct,3,42,MF2,Mighty Fine,46852,0,4629
10/21/2018,Oct,3,42,MF3,Mighty Fine,49477,0,4819
10/21/2018,Oct,3,42,MF4,Mighty Fine,59708,0,6478
10/21/2018,Oct,3,42,MFT2,Mighty Fine,18553,0,1853
10/21/2018,Oct,3,42,620,Rudys,114616,12692.24,5572
10/21/2018,Oct,3,42,Lamar,Rudys,119380,23745.44,6377
10/21/2018,Oct,3,42,Round Rock,Rudys,195189,35960.63,9780
10/21/2018,Oct,3,42,183,Rudys,200556,38191.86,9390
10/21/2018,Oct,3,42,360,Rudys,181426,43466.64,8523
10/28/2018,Oct,4,43,MF1,Mighty Fine,58238,0,5564
10/28/2018,Oct,4,43,MF2,Mighty Fine,56177,0,5509
10/28/2018,Oct,4,43,MF3,Mighty Fine,57250,0,5627
10/28/2018,Oct,4,43,MF4,Mighty Fine,63705,0,6347
10/28/2018,Oct,4,43,MFT2,Mighty Fine,20292,0,2048
10/28/2018,Oct,4,43,620,Rudys,127651,17493.07,5820
10/28/2018,Oct,4,43,Lamar,Rudys,130620,25164.04,7135
10/28/2018,Oct,4,43,Round Rock,Rudys,207878,30541.51,10735
10/28/2018,Oct,4,43,360,Rudys,199181,40836.18,9513
10/28/2018,Oct,4,43,183,Rudys,228830,50208.02,10205
11/4/2018,Nov,1,44,MF1,Mighty Fine,53162,0,5158
11/4/2018,Nov,1,44,MF2,Mighty Fine,47829,0,4703
11/4/2018,Nov,1,44,MF3,Mighty Fine,56384,0,5548
11/4/2018,Nov,1,44,MF4,Mighty Fine,57009,0,5732
11/4/2018,Nov,1,44,MFT2,Mighty Fine,19573,0,1958
11/4/2018,Nov,1,44,620,Rudys,120041,17201.13,5427
11/4/2018,Nov,1,44,Lamar,Rudys,134211,31124.85,6871
11/4/2018,Nov,1,44,Round Rock,Rudys,201504,31774.36,10248
11/4/2018,Nov,1,44,360,Rudys,180595,35599.45,8547
11/4/2018,Nov,1,44,183,Rudys,220718,55231.45,9488
11/11/2018,Nov,2,45,MF1,Mighty Fine,47283,0,4645
11/11/2018,Nov,2,45,MF2,Mighty Fine,46589,0,4556
11/11/2018,Nov,2,45,MF3,Mighty Fine,50778,0,4941
11/11/2018,Nov,2,45,MF4,Mighty Fine,54225,0,5460
11/11/2018,Nov,2,45,MFT2,Mighty Fine,17814,0,1794
11/11/2018,Nov,2,45,620,Rudys,115429,15730.15,5245
11/11/2018,Nov,2,45,Lamar,Rudys,112143,21126.48,5976
11/11/2018,Nov,2,45,360,Rudys,177119,43121.04,7981
11/11/2018,Nov,2,45,Round Rock,Rudys,207083,49635.33,9454
11/11/2018,Nov,2,45,183,Rudys,214775,50924.79,9264
11/18/2018,Nov,3,46,MF1,Mighty Fine,53262,0,5177
11/18/2018,Nov,3,46,MF2,Mighty Fine,44864,0,4383
11/18/2018,Nov,3,46,MF3,Mighty Fine,51294,0,5084
11/18/2018,Nov,3,46,MF4,Mighty Fine,56666,0,5688
11/18/2018,Nov,3,46,MFT2,Mighty Fine,17657,0,1773
11/18/2018,Nov,3,46,620,Rudys,116528,18826.1,5200
11/18/2018,Nov,3,46,Lamar,Rudys,119822,29863.04,5799
11/18/2018,Nov,3,46,360,Rudys,181100,46438.89,8065
11/18/2018,Nov,3,46,Round Rock,Rudys,211895,50059.54,9735
11/18/2018,Nov,3,46,183,Rudys,239714,70870.74,9299
11/25/2018,Nov,4,47,MF1,Mighty Fine,53525,0,5214
11/25/2018,Nov,4,47,MF2,Mighty Fine,49307,0,4863
11/25/2018,Nov,4,47,MF3,Mighty Fine,62781,0,6215
11/25/2018,Nov,4,47,MF4,Mighty Fine,61051,0,6124
11/25/2018,Nov,4,47,MFT2,Mighty Fine,15606,0,1557
11/25/2018,Nov,4,47,620,Rudys,129846,15030.7,5702
11/25/2018,Nov,4,47,Lamar,Rudys,111403,27940.18,5277
11/25/2018,Nov,4,47,360,Rudys,195360,38589.21,9248
11/25/2018,Nov,4,47,Round Rock,Rudys,253401,54685.61,11250
11/25/2018,Nov,4,47,183,Rudys,240617,62115.95,9921
12/2/2018,Dec,1,48,MF1,Mighty Fine,53332,0,5109
12/2/2018,Dec,1,48,MF2,Mighty Fine,48498,0,4716
12/2/2018,Dec,1,48,MF3,Mighty Fine,54668,0,5379
12/2/2018,Dec,1,48,MF4,Mighty Fine,57289,0,5730
12/2/2018,Dec,1,48,MFT2,Mighty Fine,20054,0,2013
12/2/2018,Dec,1,48,620,Rudys,104382,11367.03,4958
12/2/2018,Dec,1,48,Lamar,Rudys,99450,18249.87,5247
12/2/2018,Dec,1,48,Round Rock,Rudys,175786,28291.65,8803
12/2/2018,Dec,1,48,360,Rudys,156615,32758.55,7241
12/2/2018,Dec,1,48,183,Rudys,180352,32906.41,8103
12/9/2018,Dec,2,49,MF1,Mighty Fine,51336,0,4892
12/9/2018,Dec,2,49,MF2,Mighty Fine,47965,0,4660
12/9/2018,Dec,2,49,MF3,Mighty Fine,50368,0,5012
12/9/2018,Dec,2,49,MF4,Mighty Fine,54539,0,5472
12/9/2018,Dec,2,49,MFT2,Mighty Fine,14838,0,1513
12/9/2018,Dec,2,49,620,Rudys,107420,17004.32,4864
12/9/2018,Dec,2,49,Lamar,Rudys,107628,19556.9,5728
12/9/2018,Dec,2,49,360,Rudys,160981,35745.43,7526
12/9/2018,Dec,2,49,Round Rock,Rudys,193089,48189.31,8701
12/9/2018,Dec,2,49,183,Rudys,214350,60463.91,8618
12/16/2018,Dec,3,50,MF1,Mighty Fine,55590,0,5329
12/16/2018,Dec,3,50,MF2,Mighty Fine,50975,0,5003
12/16/2018,Dec,3,50,MF3,Mighty Fine,56702,0,5560
12/16/2018,Dec,3,50,MF4,Mighty Fine,61746,0,6136
12/16/2018,Dec,3,50,MFT2,Mighty Fine,19339,0,1948
12/16/2018,Dec,3,50,620,Rudys,106946,16176.79,4718
12/16/2018,Dec,3,50,Lamar,Rudys,117727,30743.4,5567
12/16/2018,Dec,3,50,Round Rock,Rudys,202970,46360.27,9430
12/16/2018,Dec,3,50,360,Rudys,181794,54360.9,7459
12/16/2018,Dec,3,50,183,Rudys,227715,70125.42,8833
12/23/2018,Dec,4,51,MF1,Mighty Fine,61682,0,5777
12/23/2018,Dec,4,51,MF2,Mighty Fine,59025,0,5654
12/23/2018,Dec,4,51,MF3,Mighty Fine,63828,0,6189
12/23/2018,Dec,4,51,MF4,Mighty Fine,70066,0,6879
12/23/2018,Dec,4,51,MFT2,Mighty Fine,20499,0,2070
12/23/2018,Dec,4,51,620,Rudys,125676,17833.48,5908
12/23/2018,Dec,4,51,Lamar,Rudys,122756,31504.24,6019
12/23/2018,Dec,4,51,Round Rock,Rudys,250286,68661.67,11365
12/23/2018,Dec,4,51,360,Rudys,216529,70273.78,8934
12/23/2018,Dec,4,51,183,Rudys,268848,86392.29,10585
12/30/2018,Dec,5,52,MF1,Mighty Fine,50863,0,4822
12/30/2018,Dec,5,52,MF2,Mighty Fine,45030,0,4369
12/30/2018,Dec,5,52,MF3,Mighty Fine,56857,0,5486
12/30/2018,Dec,5,52,MF4,Mighty Fine,56086,0,5542
12/30/2018,Dec,5,52,MFT2,Mighty Fine,12788,0,1309
12/30/2018,Dec,5,52,620,Rudys,119092,18040.62,5780
12/30/2018,Dec,5,52,Lamar,Rudys,92504,20056.72,4979
12/30/2018,Dec,5,52,360,Rudys,163001,29073.55,8873
12/30/2018,Dec,5,52,183,Rudys,197387,36616.18,10018
12/30/2018,Dec,5,52,Round Rock,Rudys,239389,42180.36,12840
1/6/2019,Jan,1,1,MF1,Mighty Fine,54793,0,5249
1/6/2019,Jan,1,1,MF2,Mighty Fine,51292,0,4996
1/6/2019,Jan,1,1,MF3,Mighty Fine,63110,0,6154
1/6/2019,Jan,1,1,MF4,Mighty Fine,65823,0,6490
1/6/2019,Jan,1,1,MFT2,Mighty Fine,15753,0,1632
1/6/2019,Jan,1,1,620,Rudys,104674,9293.29,5471
1/6/2019,Jan,1,1,Lamar,Rudys,87915,10900.45,5321
1/6/2019,Jan,1,1,360,Rudys,144909,19703.59,8147
1/6/2019,Jan,1,1,183,Rudys,178140,22505.81,9402
1/6/2019,Jan,1,1,Round Rock,Rudys,188349,28812.7,10542
1/13/2019,Jan,2,2,MF1,Mighty Fine,54243,0,5110
1/13/2019,Jan,2,2,MF2,Mighty Fine,46055,0,4463
1/13/2019,Jan,2,2,MF3,Mighty Fine,50633,0,4884
1/13/2019,Jan,2,2,MF4,Mighty Fine,54628,0,5481
1/13/2019,Jan,2,2,MFT2,Mighty Fine,17707,0,1785
1/13/2019,Jan,2,2,620,Rudys,102654,12914.3,4930
1/13/2019,Jan,2,2,Lamar,Rudys,95608,16730.01,5314
1/13/2019,Jan,2,2,Round Rock,Rudys,172706,21820.24,9377
1/13/2019,Jan,2,2,360,Rudys,143668,23530.76,7402
1/13/2019,Jan,2,2,183,Rudys,180438,31335.4,8828
1/20/2019,Jan,3,3,MF1,Mighty Fine,50858,0,4788
1/20/2019,Jan,3,3,MF2,Mighty Fine,44767,0,4363
1/20/2019,Jan,3,3,MF3,Mighty Fine,50448,0,4960
1/20/2019,Jan,3,3,MF4,Mighty Fine,55714,0,5660
1/20/2019,Jan,3,3,MFT2,Mighty Fine,16866,0,1717
1/20/2019,Jan,3,3,620,Rudys,98890,11062.08,4756
1/20/2019,Jan,3,3,Lamar,Rudys,101901,17203.93,5723
1/20/2019,Jan,3,3,360,Rudys,148332,22443.78,7825
1/20/2019,Jan,3,3,Round Rock,Rudys,182539,32030.88,9326
1/20/2019,Jan,3,3,183,Rudys,190155,38368.39,8973
1/27/2019,Jan,4,4,MF1,Mighty Fine,55412,0,5325
1/27/2019,Jan,4,4,MF2,Mighty Fine,47880,0,4637
1/27/2019,Jan,4,4,MF3,Mighty Fine,54464,0,5335
1/27/2019,Jan,4,4,MF4,Mighty Fine,58065,0,5842
1/27/2019,Jan,4,4,MFT2,Mighty Fine,18617,0,1885
1/27/2019,Jan,4,4,620,Rudys,101049,10231,4989
1/27/2019,Jan,4,4,Lamar,Rudys,105471,20383,5783
1/27/2019,Jan,4,4,Round Rock,Rudys,191874,29154,10013
1/27/2019,Jan,4,4,360,Rudys,159095,32257,7743
1/27/2019,Jan,4,4,183,Rudys,199452,39657,9537
2/3/2019,Feb,1,5,MF1,Mighty Fine,48395,0,4602
2/3/2019,Feb,1,5,MF2,Mighty Fine,44691,0,4364
2/3/2019,Feb,1,5,MF3,Mighty Fine,47766,0,4643
2/3/2019,Feb,1,5,MF4,Mighty Fine,53766,0,5389
2/3/2019,Feb,1,5,MFT2,Mighty Fine,17769,0,1769
2/3/2019,Feb,1,5,620,Rudys,113370,14062.09,5487
2/3/2019,Feb,1,5,Lamar,Rudys,107151,18664.62,6068
2/3/2019,Feb,1,5,360,Rudys,161770,33047.82,7940
2/3/2019,Feb,1,5,183,Rudys,196419,41585.26,9170
2/3/2019,Feb,1,5,Round Rock,Rudys,200527,42650.8,9761
2/10/2019,Feb,2,6,MF1,Mighty Fine,48584,0,4577
2/10/2019,Feb,2,6,MF2,Mighty Fine,42758,0,4195
2/10/2019,Feb,2,6,MF3,Mighty Fine,46646,0,4514
2/10/2019,Feb,2,6,MF4,Mighty Fine,54629,0,5485
2/10/2019,Feb,2,6,MFT2,Mighty Fine,15590,0,1568
2/10/2019,Feb,2,6,620,Rudys,97768,10087,4802
2/10/2019,Feb,2,6,Lamar,Rudys,99782,17138,5571
2/10/2019,Feb,2,6,Round Rock,Rudys,174461,26304,9122
2/10/2019,Feb,2,6,360,Rudys,156119,34449,7591
2/10/2019,Feb,2,6,183,Rudys,189499,39732,8691
2/17/2019,Feb,3,7,MF1,Mighty Fine,51822,0,4920
2/17/2019,Feb,3,7,MF2,Mighty Fine,50471,0,4915
2/17/2019,Feb,3,7,MF3,Mighty Fine,53868,0,5262
2/17/2019,Feb,3,7,MF4,Mighty Fine,58221,0,5788
2/17/2019,Feb,3,7,MFT2,Mighty Fine,18367,0,1856
2/17/2019,Feb,3,7,620,Rudys,110187,11875,5424
2/17/2019,Feb,3,7,Lamar,Rudys,118279,26096,6217
2/17/2019,Feb,3,7,360,Rudys,166394,26586,8627
2/17/2019,Feb,3,7,Round Rock,Rudys,194468,27780,10253
2/17/2019,Feb,3,7,183,Rudys,206527,39816,9830
2/24/2019,Feb,4,8,MF1,Mighty Fine,55904,0,5302
2/24/2019,Feb,4,8,MF2,Mighty Fine,51862,0,5066
2/24/2019,Feb,4,8,MF3,Mighty Fine,58652,0,5703
2/24/2019,Feb,4,8,MF4,Mighty Fine,63708,0,6398
2/24/2019,Feb,4,8,MFT2,Mighty Fine,19507,0,1967
2/24/2019,Feb,4,8,620,Rudys,112380,12395,5364
2/24/2019,Feb,4,8,360,Rudys,165873,23452,8802
2/24/2019,Feb,4,8,Lamar,Rudys,113851,23806,6148
2/24/2019,Feb,4,8,Round Rock,Rudys,205568,30605,10833
2/24/2019,Feb,4,8,183,Rudys,211795,41899,9895
3/3/2019,Mar,1,9,MF1,Mighty Fine,50819,0,4693
3/3/2019,Mar,1,9,MF2,Mighty Fine,47984,0,4607
3/3/2019,Mar,1,9,MF3,Mighty Fine,54880,0,5223
3/3/2019,Mar,1,9,MF4,Mighty Fine,60544,0,6010
3/3/2019,Mar,1,9,MFT2,Mighty Fine,17645,0,1779
3/3/2019,Mar,1,9,620,Rudys,116052,16000,5598
3/3/2019,Mar,1,9,Lamar,Rudys,113974,22415,6105
3/3/2019,Mar,1,9,Round Rock,Rudys,206406,32611,10798
3/3/2019,Mar,1,9,360,Rudys,176671,39403,8432
3/3/2019,Mar,1,9,183,Rudys,208340,44148,9721
3/10/2019,Mar,2,10,MF1,Mighty Fine,52078,0,4814
3/10/2019,Mar,2,10,MF2,Mighty Fine,51226,0,4922
3/10/2019,Mar,2,10,MF3,Mighty Fine,55206,0,5332
3/10/2019,Mar,2,10,MF4,Mighty Fine,60654,0,5951
3/10/2019,Mar,2,10,MFT2,Mighty Fine,20086,0,1971
3/10/2019,Mar,2,10,620,Rudys,106890,6495,5374
3/10/2019,Mar,2,10,Lamar,Rudys,109307,20131,6019
3/10/2019,Mar,2,10,Round Rock,Rudys,206485,30492,10903
3/10/2019,Mar,2,10,360,Rudys,183464,40089,8889
